Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhao, J., Zhou, Y., Zhang, X., Chen, L.","56651232900; 57189092450; 56526691400; 26643448800","Part mutual information for quantifying direct associations in networks",2016,"Proceedings of the National Academy of Sciences of the United States of America",113,"18",,5130,5135,,114,10.1073/pnas.1522586113,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84965168859&partnerID=40&md5=2cca2b7cdee2e92143ed901b6f997b24",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84965168859
"Zhao, H., Chen, B., Li, S., Li, Z., Zhu, C.","55715872000; 55577725100; 7409245680; 57043971500; 55455814300","Updating the models and uncertainty of mechanical parameters for rock tunnels using Bayesian inference",2021,"Geoscience Frontiers",12,"5", 101198,,,,5,10.1016/j.gsf.2021.101198,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104358902&partnerID=40&md5=411dfd2b84a78328004f2216f986df8d",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85104358902
"Zhao, A., Ding, P.","57192868995; 54415532200","Covariate-adjusted Fisher randomization tests for the average treatment effect",2021,"Journal of Econometrics",225,"2",,278,294,,1,10.1016/j.jeconom.2021.04.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108239678&partnerID=40&md5=213ae55301162ca8991faf5bf2af9905",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85108239678
"Zhang, Z., Zhang, J., Wei, Z., Ren, H., Song, W., Pan, J., Liu, J., Zhang, Y., Qiu, L.","57192637637; 57196381812; 57192406555; 57201028229; 57201032348; 57201030518; 55851735500; 56645922300; 56673436700","Application of tabu search-based Bayesian networks in exploring related factors of liver cirrhosis complicated with hepatic encephalopathy and disease identification",2019,"Scientific Reports",9,"1", 6251,,,,4,10.1038/s41598-019-42791-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064549089&partnerID=40&md5=c5258f21cad36c7d01a6c5b68d7b1ed4",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85064549089
"Zhang, Z., Du, Q.","57188728401; 57194383119","A Bayesian Kriging regression method to estimate airm temperature using remote sensing data",2019,"Remote Sensing",11,"7", 767,,,,6,10.3390/rs11070767,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064006165&partnerID=40&md5=b8233ad99ea47774b879b01ce59d0787",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85064006165
"Zhang, Z., Tang, L., Liu, C., Berger, V.W.","55721685100; 57205270731; 36457166600; 7103363628","Conditional estimation and inference to address observed covariate imbalance in randomized clinical trials",2019,"Clinical Trials",16,"2",,122,131,,3,10.1177/1740774518813120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057252492&partnerID=40&md5=02e059bc5a739d04f86376e220a6fa59",Article,Final,"",Scopus,2-s2.0-85057252492
"Zhang, Z., Zhu, B.","55721740400; 55324311100","Copula structured M4 processes with application to high-frequency financial data",2016,"Journal of Econometrics",194,"2",,231,241,,7,10.1016/j.jeconom.2016.05.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978543390&partnerID=40&md5=aae21b3f43fa0b36141a640734c1f604",Article,Final,"",Scopus,2-s2.0-84978543390
"Zhang, Z.","55721921200","Modeling error distributions of growth curve models through Bayesian methods",2016,"Behavior Research Methods",48,"2",,427,444,,11,10.3758/s13428-015-0589-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930153718&partnerID=40&md5=569783b622dac550463857efb688eec1",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84930153718
"Zhang, Y., Wang, J.","57195263223; 57219694856","Short-term load forecasting based on hybrid strategy using warm-start gradient tree boosting",2020,"Journal of Renewable and Sustainable Energy",12,"6", 066102,,,,1,10.1063/5.0015220,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097609307&partnerID=40&md5=5c436cbb7e083cc60e3653eb905c9626",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85097609307
"Zhang, Y., Wang, B., Tan, Z.-D.","57196200993; 57189685992; 7201599624","Research on the method of shipping risk early-warning based on matter-element theory",2011,"Journal of Shanghai Jiaotong University (Science)",16,"2",,252,256,,1,10.1007/s12204-011-1132-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955904420&partnerID=40&md5=c4e02e5f217efaeaecbd58b9ffbaf812",Article,Final,"",Scopus,2-s2.0-79955904420
"Zhang, X., Yuan, T., Keijer, J., De Boer, V.C.J.","56401952200; 57219351615; 7003561766; 8595204500","OCRbayes: A Bayesian hierarchical modeling framework for Seahorse extracellular flux oxygen consumption rate data analysis",2021,"PLoS ONE",16,"7 July 2021", e0253926,,,,1,10.1371/journal.pone.0253926,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85110571453&partnerID=40&md5=f59e124897a1421f5a526254b6af08d0",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85110571453
"Zhang, X., Zhu, K., Chen, G., Tan, X., Zhang, L., Dai, F., Liao, P., Gong, Y.","57192504939; 57200511212; 56181390800; 57202231708; 57207389916; 57193674611; 57208162705; 57200512932","Geospatial object detection on high resolution remote sensing imagery based on Double multi-scale feature Pyramid Network",2019,"Remote Sensing",11,"7", 755,,,,37,10.3390/rs11070755,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063986834&partnerID=40&md5=bb1eb35ddd0292d28c0cae9ed1d0b30d",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85063986834
"Zhang, X., Xu, Q., Jiang, Y., Wang, Y.","57190810715; 56310071700; 55733649000; 56081957700","The interaction of perceptual biases in bistable perception",2017,"Scientific Reports",7,"", 42018,,,,6,10.1038/srep42018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011672652&partnerID=40&md5=21bed9c4110ca1abac402eec3744dd94",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85011672652
"Zhang, X., Robertson, G., Woo, S., Hoffman, B.G., Gottardo, R.","16053655400; 56597396300; 36240090500; 36916079400; 12799324000","Probabilistic inference for nucleosome positioning with mnase-based or sonicated short-read data",2012,"PLoS ONE",7,"2", e32095,,,,20,10.1371/journal.pone.0032095,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863290812&partnerID=40&md5=17e2f65ee7ae5c6fe8ab3467288ae526",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84863290812
"Zhang, T., Li, F., Beckes, L., Brown, C., Coan, J.A.","55729066800; 36642375100; 26537176100; 56244765500; 6701784253","Nonparametric inference of the hemodynamic response using multi-subject fMRI data",2012,"NeuroImage",63,"3",,1754,1765,,12,10.1016/j.neuroimage.2012.08.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867370695&partnerID=40&md5=78fa743cad2cc4b48929b9e03ea3c4b0",Article,Final,"",Scopus,2-s2.0-84867370695
"Zhang, S., Chen, S.X., Lu, L.","57219471292; 55667230800; 56179890100","Inference for variance risk premium",2021,"China Finance Review International",11,"1",,26,52,,1,10.1108/CFRI-04-2020-0044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092915326&partnerID=40&md5=271b100a3bfd1491acb4cfc1fb02d4e9",Article,Final,"",Scopus,2-s2.0-85092915326
"Zhang, S., Yan, Y., Wang, P., Xu, Z., Yan, X.","57204810145; 50862119700; 57207808757; 35224312700; 16064865400","Assessment of the offshore wind turbine support structure integrity and management of multivariate hybrid probability frameworks",2019,"Energy Conversion and Management",180,"",,1085,1108,,4,10.1016/j.enconman.2018.11.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057258204&partnerID=40&md5=ac435e1dda8dbae946f04aa4dcd7cc84",Article,Final,"",Scopus,2-s2.0-85057258204
"Zhang, R., Kwon, O.-S., Tadin, D.","57192170997; 56735219400; 6602641637","Illusory movement of stationary stimuli in the visual periphery: Evidence for a strong centrifugal prior in motion processing",2013,"Journal of Neuroscience",33,"10",,4415,4423,,13,10.1523/JNEUROSCI.4744-12.2013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874587781&partnerID=40&md5=ad0c86b2bacc0de84b0069e0d330ce09",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84874587781
"Zhang, Q., Wang, L., Bergeman, C.S.","57192671843; 57211743169; 6602716695","Multilevel autoregressive mediation models: Specification, estimation, and applications",2018,"Psychological Methods",23,"2",,278,297,,7,10.1037/met0000161,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035023195&partnerID=40&md5=1329a93fc17b875123354fcdd95258ff",Article,Final,"",Scopus,2-s2.0-85035023195
"Zhang, N., Zhou, P., Kung, C.-C.","57188694290; 37006075700; 53984474500","Total-factor carbon emission performance of the Chinese transportation industry: A bootstrapped non-radial Malmquist index analysis",2015,"Renewable and Sustainable Energy Reviews",41,"",,584,593,,142,10.1016/j.rser.2014.08.076,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907564773&partnerID=40&md5=8ca40814d8368b549eb292b0dee72fe7",Review,Final,"",Scopus,2-s2.0-84907564773
"Zhang, L., Guindani, M., Versace, F., Vannucci, M.","55762253900; 56099442300; 21744174100; 7003284457","A spatio-temporal nonparametric Bayesian variable selection model of fMRI data for clustering correlated time courses",2014,"NeuroImage",95,"",,162,175,,28,10.1016/j.neuroimage.2014.03.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899692109&partnerID=40&md5=0680baae16cfbd89a597a4d9f41ad021",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84899692109
"Zhang, L., Beal, S.L., Sheiner, L.B.","57221583836; 7005717932; 7007094223","Simultaneous vs. Sequential Analysis for Population PK/PD Data I: Best-case Performance",2003,"Journal of Pharmacokinetics and Pharmacodynamics",30,"6",,387,404,,239,10.1023/B:JOPA.0000012998.04442.1f,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1242269757&partnerID=40&md5=21dcab520b6aaf96ab795c0f2cf3249e",Article,Final,"",Scopus,2-s2.0-1242269757
"Zhang, J., Lu, J., Yang, J., Zhang, Z., Sun, S.","57197824416; 57197818229; 57212585709; 57216152326; 57224726424","Exploring Multiple Strategic Problem Solving Behaviors in Educational Psychology Research by Using Mixture Cognitive Diagnosis Model",2021,"Frontiers in Psychology",12,"", 568348,,,,,10.3389/fpsyg.2021.568348,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108212384&partnerID=40&md5=b24e90649e984fbfde1fd0f2ad20bc1e",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85108212384
"Zhang, J., Heitjan, D.F.","57196379759; 7006132865","Nonignorable censoring in randomized clinical trials",2005,"Clinical Trials",2,"6",,488,496,,20,10.1191/1740774505cn128oa,"https://www.scopus.com/inward/record.url?eid=2-s2.0-30444436876&partnerID=40&md5=5dedffe4ffd6b7842a6ebda36f41b941",Article,Final,"",Scopus,2-s2.0-30444436876
"Zhang, H., Ren, X., Maloney, L.T.","56992236400; 57203945298; 7005595017","The bounded rationality of probability distortion",2020,"Proceedings of the National Academy of Sciences of the United States of America",117,"36",,22024,22034,,5,10.1073/pnas.1922401117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090613861&partnerID=40&md5=07ed7cf13df8bcdd74e758c3d5721511",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85090613861
"Zhang, H., Zuo, X.-N., Ma, S.-Y., Zang, Y.-F., Milham, M.P., Zhu, C.-Z.","36117322900; 35091653400; 36117062300; 7102641968; 6701672014; 8104037700","Subject order-independent group ICA (SOI-GICA) for functional MRI data analysis",2010,"NeuroImage",51,"4",,1414,1424,,53,10.1016/j.neuroimage.2010.03.039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952877925&partnerID=40&md5=40bb536744c45150dbd0450c6a16a30e",Article,Final,"",Scopus,2-s2.0-77952877925
"Zhang, H., Nichols, T.E., Johnson, T.D.","56979582400; 7102408893; 35476663400","Cluster mass inference via random field theory",2009,"NeuroImage",44,"1",,51,61,,32,10.1016/j.neuroimage.2008.08.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55149124912&partnerID=40&md5=90caedc05391faa8a33f95db4ea3b854",Article,Final,"All Open Access, Green",Scopus,2-s2.0-55149124912
"Zhang, F., Wang, Y., Deng, H.-W.","56346253700; 56084228100; 34568563000","Comparison of population-based association study methods correcting for population stratification",2008,"PLoS ONE",3,"10", e3392,,,,27,10.1371/journal.pone.0003392,"https://www.scopus.com/inward/record.url?eid=2-s2.0-54449089328&partnerID=40&md5=365777d3949d0ffddad7711e65e7af42",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-54449089328
"Zhang, B., Ye, S., Shankara, S.B., Zhang, H., Zheng, Q.","55650487000; 57210580639; 57210578227; 56180004600; 23480810000","Neutral diagnosis: An innovative concept for medical device clinical trials",2019,"Contemporary Clinical Trials Communications",16,"", 100436,,,,,10.1016/j.conctc.2019.100436,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070970453&partnerID=40&md5=2e7f8ececa12ba6b0901e2c1bf89c69a",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85070970453
"Zha, T.","55909956200","Block recursion and structural vector autoregressions",1999,"Journal of Econometrics",90,"2",,291,316,,70,10.1016/S0304-4076(98)00045-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0009240065&partnerID=40&md5=ce24c4f5e18e7169e16ea528d4e8b553",Article,Final,"",Scopus,2-s2.0-0009240065
"Zeoli, A.M., Paruk, J.K., Pizarro, J.M., Goldstick, J.","6602421966; 57194427020; 13003178400; 55181538100","Ecological Research for Studies of Violence: A Methodological Guide",2019,"Journal of Interpersonal Violence",34,"23-24",,4860,4880,,2,10.1177/0886260519871528,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072143000&partnerID=40&md5=593b234e3bbcee85115e4f2864c313ab",Article,Final,"",Scopus,2-s2.0-85072143000
"Zenker, F.","55923322900","Bayesian argumentation: The practical side of probability",2013,"Bayesian Argumentation: The Practical Side of Probability",,"",,1,215,,6,10.1007/978-94-007-5357-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031426382&partnerID=40&md5=d70e467ee98c352411ce449660c364c1",Book,Final,"",Scopus,2-s2.0-85031426382
"Zeng, J., Williams, S.M., Fletcher, D.J., Cameron, C.M., Broadbent, J.M., Shearer, D.M., Thomson, W.M.","56374583400; 7404836254; 56374574700; 7202305764; 8204470000; 23092060100; 7201689009","Reexamining the association between smoking and periodontitis in the dunedin study with an enhanced analytical approach",2014,"Journal of Periodontology",85,"10",,1390,1397,,26,10.1902/jop.2014.130577,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907545996&partnerID=40&md5=101bed064f10a225d5eb45eefa49e163",Article,Final,"",Scopus,2-s2.0-84907545996
"Zeng, H., Sun, X., Lall, U., Feng, P.","55694745200; 56065806100; 7007127326; 55638059500","Nonstationary extreme flood/rainfall frequency analysis informed by large-scale oceanic fields for Xidayang Reservoir in North China",2017,"International Journal of Climatology",37,"10",,3810,3820,,11,10.1002/joc.4955,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007316801&partnerID=40&md5=b02586e2f8b8c25a1b1fc05a41caee47",Article,Final,"",Scopus,2-s2.0-85007316801
"Zellner, A.","7004578364","Some aspects of the history of Bayesian information processing",2007,"Journal of Econometrics",138,"2",,388,404,,2,10.1016/j.jeconom.2006.05.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34247354229&partnerID=40&md5=13175cb410d3796d4bd9eae0bdbc1401",Article,Final,"",Scopus,2-s2.0-34247354229
"Zellner, A.","7004578364","S. James Press and Bayesian analysis",2006,"Macroeconomic Dynamics",10,"5",,667,684,,3,10.1017/S1365100506050383,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33947252665&partnerID=40&md5=776db42ed0d4e5b69499a385088a6d2e",Article,Final,"",Scopus,2-s2.0-33947252665
"Zellner, A.","7004578364","Statistics, econometrics and forecasting",2004,"Statistics, Econometrics and Forecasting",,"",,1,163,,9,10.1017/CBO9780511493188,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84929725535&partnerID=40&md5=92db093124e1e525c7df1c76365733cb",Book,Final,"",Scopus,2-s2.0-84929725535
"Zeidman, P., Silson, E.H., Schwarzkopf, D.S., Baker, C.I., Penny, W.","38962379500; 55572542800; 15766309800; 55175093900; 7006713116","Bayesian population receptive field modelling",2018,"NeuroImage",180,"",,173,187,,29,10.1016/j.neuroimage.2017.09.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029565496&partnerID=40&md5=b9c8cf5449a43f93385c4557ccc70257",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85029565496
"Zaytsev, Y.V., Morrison, A., Deger, M.","8568020500; 16402420100; 36508569700","Reconstruction of recurrent synaptic connectivity of thousands of neurons from simulated spiking activity",2015,"Journal of Computational Neuroscience",39,"1",,77,103,,26,10.1007/s10827-015-0565-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84943353897&partnerID=40&md5=375fd6bf0d3d4411f43cb7eca6dc8425",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84943353897
"Zavaglia, M., Forkert, N.D., Cheng, B., Gerloff, C., Thomalla, G., Hilgetag, C.C.","14059267700; 16549854100; 36544764100; 7003268447; 55879893600; 7003815417","Technical considerations of a game-theoretical approach for lesion symptom mapping",2016,"BMC Neuroscience",17,"1", 40,,,,3,10.1186/s12868-016-0275-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976505156&partnerID=40&md5=0db4839084352a05f1a2bcd1171c1e93",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84976505156
"Zargari, M.H., Arabloo, M., Ghayyem, M.A.","55580825900; 55643508000; 37661388900","Application of adaptive neuro-fuzzy inference system in prediction of hydrate formation temperature",2016,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",38,"5",,758,762,,3,10.1080/15567036.2011.586981,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963706915&partnerID=40&md5=cc050b6b7a9c94b7439494b5a14f1ec3",Article,Final,"",Scopus,2-s2.0-84963706915
